áTaçfì‡ (124-A4),,,,,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã],,,
17.2,0.06,1.01,69.6,20.4,,,
18.6,0.11,0.89,63,51.1,,,
19.1,0.06,0.83,53.4,70,,,
19.1,0.45,1.01,42.7,83.1,,,
17.8,0.09,0.46,31.7,93.6,,,
16.5,0.07,0.3,20.8,103,,,
15.1,0.09,0.14,10.4,112.3,,,
14.5,0.02,0.02,0.6,122,,,
14,0,0,0,0,,,
13.9,0,0,0,0,,,
13.8,0,0,0,0,,,
13.6,0,0,0,0,,,
13.4,0,0,0,0,,,
12.8,0,0,0,0,,,
12.6,0,0,0,0,,,
12.6,0,0,0,0,,,
12.6,0.02,0.02,0.6,-121.9,,,
12.9,0.07,0.13,10.4,-112.2,,,
13.1,0.07,0.29,20.9,-102.9,,,
14.1,0.06,0.46,31.8,-93.4,,,
14.9,0.06,0.65,42.8,-82.9,,,
16.1,0.09,0.78,53.5,-69.8,,,
16.4,0.09,0.89,63.1,-50.8,,,
17.1,0.03,1.01,69.6,-19.9,,,
18.1,0.12,0.92,69.5,20.2,,,
19.4,0.09,0.89,63,50.9,,,
19.1,0.09,0.78,53.4,69.9,,,
18.9,0.06,0.64,42.7,83,,,
19.2,0.07,0.46,31.7,93.5,,,
18.3,0.08,0.29,20.8,102.9,,,
16.7,0.07,0.13,10.4,112.2,,,
15.6,0.02,0.02,0.6,122,,,
13.8,0,0,0,0,,,
13.1,0,0,0,0,,,
11.6,0,0,0,0,,,
11.1,0,0,0,0,,,
9.8,0,0,0,0,,,
9.7,0,0,0,0,,,
10.6,0,0,0,0,,,
10.9,0,0,0,0,,,
11.4,0.06,0.03,0.6,-121.9,,,
12.1,0.17,0.17,10.4,-112.2,,,
12.8,0.17,0.36,20.9,-102.9,,,
14,0.15,0.58,31.7,-93.4,,,
16.1,0.14,0.79,42.7,-82.9,,,
16.4,0.15,0.98,53.4,-69.8,,,
17.6,0.32,1.36,63,-50.8,,,
18.9,0.23,1.33,69.5,-20,,,
21.3,1.34,1.52,69.5,20,,,
22.2,1.08,1.49,63,50.8,,,
21.1,1.72,1.13,53.4,69.8,,,
21.9,1.68,0.92,42.7,82.9,,,
20.8,2.41,0.51,31.7,93.4,,,
19.2,1.22,0.47,20.9,102.9,,,
17.6,0.17,0.17,10.4,112.2,,,
12.8,0.02,0.02,0.6,121.9,,,
12,0,0,0,0,,,
11.3,0,0,0,0,,,
10.9,0,0,0,0,,,
10.8,0,0,0,0,,,
10.9,0,0,0,0,,,
10.9,0,0,0,0,,,
11,0,0,0,0,,,
11,0,0,0,0,,,
10.9,0.02,0.02,0.5,-121.9,,,
11,0.08,0.13,10.3,-112.1,,,
11.4,0.08,0.28,20.8,-102.9,,,
11.9,0.07,0.46,31.7,-93.4,,,
12.4,0.07,0.64,42.7,-82.9,,,
13.2,0.09,0.78,53.4,-69.8,,,
13.3,0.09,0.89,62.9,-50.8,,,
13.6,0.02,1.01,69.4,-20.1,,,
14.2,0.02,1.01,69.4,19.9,,,
13.6,0.09,0.89,63,50.6,,,
13.5,0.09,0.78,53.4,69.7,,,
13.4,0.06,0.64,42.7,82.8,,,
13.4,0.07,0.46,31.7,93.3,,,
13.3,0.07,0.29,20.9,102.8,,,
13.2,0.07,0.13,10.4,112.1,,,
13.7,0.02,0.02,0.6,121.8,,,
13.9,0,0,0,0,,,
13.4,0,0,0,0,,,
13.3,0,0,0,0,,,
13.1,0,0,0,0,,,
12.5,0,0,0,0,,,
12.3,0,0,0,0,,,
12.1,0,0,0,0,,,
11.8,0,0,0,0,,,
12.1,0.02,0.02,0.4,-121.9,,,
12.4,0.08,0.13,10.2,-112.1,,,
13.8,0.07,0.29,20.7,-102.8,,,
14.8,0.08,0.44,31.6,-93.4,,,
15.8,0.06,0.64,42.6,-82.9,,,
17,0.09,0.77,53.3,-69.8,,,
18,0.09,0.88,62.9,-50.8,,,
18.1,0.02,1.01,69.4,-20.2,,,
19.4,0.02,1.01,69.4,19.7,,,
20.1,0.09,0.89,63,50.5,,,
20.7,0.09,0.78,53.4,69.6,,,
20.6,0.06,0.64,42.7,82.7,,,
20.3,0.07,0.46,31.7,93.2,,,
19.8,0.08,0.29,20.9,102.7,,,
19.3,0.07,0.13,10.4,112,,,
18.4,0.02,0.02,0.5,121.8,,,
16.4,0,0,0,0,,,
15.5,0,0,0,0,,,
14.2,0,0,0,0,,,
13.7,0,0,0,0,,,
12.6,0,0,0,0,,,
11.9,0,0,0,0,,,
10.8,0,0,0,0,,,
10.9,0,0,0,0,,,
10.1,0.06,0.03,0.3,-121.9,,,
11,0.36,0.2,10.1,-112.1,,,
13.3,1.42,0.45,20.6,-102.8,,,
16.3,2.75,0.41,31.5,-93.3,,,
19.1,2.89,0.52,42.5,-82.8,,,
20.9,2.97,0.62,53.2,-69.7,,,
23.3,2.98,0.7,62.8,-50.8,,,
23.2,2.98,0.76,69.3,-20.2,,,
23.4,3,0.74,69.3,19.5,,,
22.2,3,0.69,62.9,50.3,,,
21.7,2.97,0.62,53.4,69.4,,,
20.7,2.9,0.52,42.7,82.6,,,
19.6,2.76,0.41,31.7,93.2,,,
18,1.43,0.45,20.8,102.6,,,
15.7,0.39,0.21,10.3,111.9,,,
13.6,0.06,0.03,0.5,121.7,,,
12.6,0,0,0,0,,,
11.2,0,0,0,0,,,
11.8,0,0,0,0,,,
11.6,0,0,0,0,,,
11.4,0,0,0,0,,,
10.8,0,0,0,0,,,
10.7,0,0,0,0,,,
10.6,0,0,0,0,,,
10.2,0.02,0.02,0.3,-121.9,,,
10.5,0.08,0.13,10.1,-112.1,,,
12,0.08,0.29,20.6,-102.8,,,
13.1,0.08,0.46,31.4,-93.3,,,
15.3,0.09,0.63,42.4,-82.8,,,
18.1,0.07,0.81,53.1,-69.7,,,
22.8,0.62,1.49,62.7,-50.7,,,
22,0.07,1.01,69.2,-20.3,,,
23,0.06,1.01,69.3,19.3,,,
22.7,0.04,0.96,62.9,50.1,,,
23.4,0.06,0.83,53.4,69.3,,,
22,0.09,0.64,42.7,82.5,,,
19.9,0.09,0.46,31.7,93.1,,,
17.8,0.07,0.3,20.8,102.5,,,
16.1,0.09,0.14,10.3,111.8,,,
15.7,0.02,0.02,0.5,121.6,,,
15.1,0,0,0,0,,,
14.4,0,0,0,0,,,
14.5,0,0,0,0,,,
14.7,0,0,0,0,,,
14.8,0,0,0,0,,,
14.8,0,0,0,0,,,
14.9,0,0,0,0,,,
14.6,0,0,0,0,,,
14.3,0.02,0.02,0.2,-121.8,,,
14.2,0.28,0.19,10,-112.1,,,
14.4,0.23,0.4,20.5,-102.7,,,
15.2,0.22,0.64,31.4,-93.3,,,
16.3,0.44,1,42.3,-82.7,,,
19,2.64,0.76,53,-69.6,,,
23,2.67,0.86,62.6,-50.7,,,
24.4,2.68,0.91,69.1,-20.3,,,
26,1.79,1.36,69.2,19.2,,,
26.8,2.21,1.09,62.9,49.9,,,
27,2.66,0.76,53.4,69.1,,,
26.9,1.25,1.02,42.7,82.4,,,
24.4,0.89,0.77,31.7,92.9,,,
25,1.07,0.47,20.8,102.4,,,
24,0.43,0.21,10.3,111.8,,,
21.9,0.06,0.03,0.5,121.5,,,
19.6,0,0,0,0,,,
15.7,0,0,0,0,,,
14.6,0,0,0,0,,,
14.6,0,0,0,0,,,
12.9,0,0,0,0,,,
12.3,0,0,0,0,,,
11.5,0,0,0,0,,,
10.8,0,0,0,0,,,
11.1,0.02,0.02,0.1,-121.8,,,
12.4,0.35,0.2,9.9,-112,,,
15.2,0.54,0.46,20.4,-102.7,,,
17.8,0.18,0.59,31.3,-93.2,,,
20.4,0.51,1.02,42.3,-82.7,,,
21.2,0.25,1.1,52.9,-69.6,,,
22.2,0.1,1.01,62.5,-50.6,,,
20.4,0.1,1.08,69,-20.4,,,
20.6,0.1,1.09,69.1,19,,,
20.7,0.25,1.28,62.8,49.7,,,
21.8,1.18,1.29,53.3,69,,,
22.6,0.17,0.81,42.7,82.3,,,
22.2,0.1,0.52,31.7,92.8,,,
21.2,0.06,0.26,20.8,102.3,,,
18,0.02,0.09,10.3,111.7,,,
17.2,0,0.01,0.4,121.4,,,
16.5,0,0,0,0,,,
15.5,0,0,0,0,,,
15.1,0,0,0,0,,,
14.9,0,0,0,0,,,
13.9,0,0,0,0,,,
12.6,0,0,0,0,,,
12.3,0,0,0,0,,,
12.3,0,0,0,0,,,
12.9,0.06,0.03,0,0,,,
13.4,0.36,0.19,9.8,-112,,,
13.9,0.33,0.43,20.3,-102.6,,,
14.9,1.45,0.7,31.2,-93.1,,,
18.2,2.82,0.54,42.2,-82.6,,,
20.1,2.85,0.67,52.8,-69.5,,,
22.7,2.86,0.76,62.4,-50.6,,,
24.6,2.89,0.8,68.9,-20.4,,,
25.8,2.89,0.8,69.1,18.8,,,
27.2,2.89,0.75,62.8,49.5,,,
27.1,2.86,0.67,53.3,68.8,,,
26,2.81,0.55,42.6,82.1,,,
24.9,2.64,0.44,31.7,92.7,,,
24.3,2.24,0.34,20.8,102.2,,,
22.5,0.44,0.21,10.2,111.6,,,
18.3,0.06,0.03,0.4,121.3,,,
15.7,0,0,0,0,,,
14.6,0,0,0,0,,,
13.5,0,0,0,0,,,
12.1,0,0,0,0,,,
11.4,0,0,0,0,,,
10.6,0,0,0,0,,,
10.7,0,0,0,0,,,
10.5,0,0,0,0,,,
9.9,0.02,0.02,0,0,,,
10.5,0.33,0.19,9.7,-111.9,,,
13.8,0.9,0.47,20.2,-102.6,,,
16.6,2.55,0.45,31.1,-93.1,,,
20.1,2.72,0.57,42.1,-82.5,,,
23.2,2.78,0.69,52.7,-69.4,,,
25.6,2.79,0.79,62.3,-50.5,,,
27.1,2.82,0.85,68.8,-20.4,,,
28.6,2.81,0.85,69,18.6,,,
29.4,2.82,0.79,62.7,49.3,,,
29.2,2.77,0.7,53.2,68.7,,,
27.7,2.74,0.57,42.6,82,,,
25.9,0.72,0.77,31.6,92.6,,,
24.4,0.3,0.42,20.7,102.1,,,
22.6,0.33,0.2,10.2,111.5,,,
19.4,0.06,0.03,0.3,121.2,,,
16.9,0,0,0,0,,,
14.6,0,0,0,0,,,
13.2,0,0,0,0,,,
13,0,0,0,0,,,
12.5,0,0,0,0,,,
13.9,0,0,0,0,,,
14,0,0,0,0,,,
14.2,0,0,0,0,,,
14.2,0,0.01,0,0,,,
14.2,0.08,0.12,9.6,-111.9,,,
14.4,0.07,0.28,20.1,-102.5,,,
14.5,0.08,0.44,31,-93,,,
15,0.07,0.62,42,-82.5,,,
15.4,0.1,0.76,52.6,-69.3,,,
16.8,0.1,0.87,62.2,-50.4,,,
17.3,0.03,1,68.7,-20.5,,,
17.3,0.03,1,68.9,18.5,,,
16.5,0.1,0.88,62.6,49.1,,,
16.1,0.08,0.77,53.2,68.5,,,
16.1,0.06,0.64,42.6,81.8,,,
16.1,0.08,0.44,31.6,92.5,,,
16,0.08,0.29,20.7,102,,,
15.9,0.08,0.13,10.1,111.4,,,
15.8,0.02,0.02,0.3,121.1,,,
15.7,0,0,0,0,,,
15.3,0,0,0,0,,,
15.5,0,0,0,0,,,
15.5,0,0,0,0,,,
15.6,0,0,0,0,,,
15.4,0,0,0,0,,,
15.3,0,0,0,0,,,
15.3,0,0,0,0,,,
15.6,0,0.01,0,0,,,
14.8,0.04,0.09,9.5,-111.8,,,
14.6,0.09,0.3,20,-102.4,,,
16.5,1.68,0.65,30.9,-92.9,,,
18.4,1.66,0.91,41.9,-82.4,,,
20.3,1.73,1.12,52.5,-69.2,,,
21.5,2.09,1.13,62.1,-50.3,,,
22.5,1.67,1.4,68.6,-20.5,,,
24.3,2.56,0.98,68.8,18.3,,,
24.9,0.34,1.35,62.6,48.9,,,
24.6,0.1,0.77,53.2,68.3,,,
15.5,0.06,0.64,42.5,81.7,,,
15.9,0.15,0.59,31.5,92.3,,,
17.2,0.18,0.36,20.6,101.9,,,
17.4,0.18,0.17,10.1,111.2,,,
16.3,0.02,0.02,0.2,121,,,
15.5,0,0,0,0,,,
14.6,0,0,0,0,,,
14.4,0,0,0,0,,,
13,0,0,0,0,,,
13.1,0,0,0,0,,,
13.8,0,0,0,0,,,
14,0,0,0,0,,,
14.2,0,0,0,0,,,
14.3,0,0.01,0,0,,,
14.4,0.12,0.13,9.4,-111.7,,,
15.2,0.42,0.43,19.9,-102.4,,,
17.2,1.02,0.75,30.8,-92.8,,,
18.4,0.54,1.01,41.8,-82.3,,,
19.7,0.37,1.19,52.4,-69.1,,,
20,1.21,1.44,62,-50.2,,,
20.8,0.1,1.07,68.4,-20.5,,,
20.9,0.1,1.08,68.7,18.1,,,
21.6,0.1,1.01,62.5,48.7,,,
21.5,0.12,0.86,53.1,68.1,,,
19.3,0.09,0.7,42.5,81.5,,,
19.1,0.11,0.51,31.5,92.2,,,
18.1,0.11,0.32,20.6,101.8,,,
17.2,0.11,0.14,10,111.1,,,
16.4,0.02,0.02,0.2,120.9,,,
15.5,0,0,0,0,,,
14.8,0,0,0,0,,,
14.1,0,0,0,0,,,
13.8,0,0,0,0,,,
13.5,0,0,0,0,,,
13.3,0,0,0,0,,,
13.1,0,0,0,0,,,
13.2,0,0,0,0,,,
13.1,0,0.01,0,0,,,
12.9,0.08,0.12,9.3,-111.7,,,
13.3,0.07,0.26,19.8,-102.3,,,
14,0.07,0.44,30.7,-92.7,,,
15.2,0.08,0.61,41.7,-82.2,,,
16.9,0.1,0.75,52.3,-69,,,
16.6,0.11,0.86,61.8,-50.1,,,
16.4,0.03,0.99,68.3,-20.4,,,
16.9,0.03,1,68.5,17.9,,,
17.7,0.11,0.88,62.4,48.5,,,
17.4,0.09,0.77,53,67.9,,,
17.2,0.06,0.63,42.4,81.4,,,
16.8,0.07,0.45,31.4,92.1,,,
15.4,0.07,0.29,20.5,101.6,,,
14.7,0.08,0.13,10,111,,,
14.1,0,0.01,0.1,120.8,,,
13.7,0,0,0,0,,,
13.6,0,0,0,0,,,
13.4,0,0,0,0,,,
13.2,0,0,0,0,,,
12.7,0,0,0,0,,,
12.2,0,0,0,0,,,
12.1,0,0,0,0,,,
11.6,0,0,0,0,,,
11.3,0,0.01,0,0,,,
11.1,0.07,0.11,9.2,-111.6,,,
11.2,0.08,0.26,19.7,-102.2,,,
12.3,0.08,0.44,30.6,-92.6,,,
13.1,0.09,0.61,41.6,-82,,,
14.7,0.04,0.79,52.2,-68.9,,,
15.5,0.11,0.86,61.7,-50,,,
15.3,0.03,0.99,68.2,-20.4,,,
14.8,0.03,1,68.4,17.8,,,
15.2,0.1,0.87,62.3,48.3,,,
15,0.09,0.77,53,67.7,,,
15.1,0.07,0.63,42.4,81.2,,,
15.1,0.07,0.45,31.4,91.9,,,
15.1,0.07,0.28,20.5,101.5,,,
14.4,0.08,0.12,9.9,110.9,,,
14,0,0.01,0,120.7,,,
13.4,0,0,0,0,,,
13.2,0,0,0,0,,,
13.1,0,0,0,0,,,
13,0,0,0,0,,,
12.9,0,0,0,0,,,
12.9,0,0,0,0,,,
12.7,0,0,0,0,,,
12.6,0,0,0,0,,,
12.6,0,0.01,0,0,,,
12.6,0.08,0.11,9,-111.5,,,
13.1,0.07,0.26,19.6,-102.1,,,
13.3,0.08,0.43,30.5,-92.5,,,
13.9,0.09,0.61,41.5,-81.9,,,
14.6,0.04,0.79,52.1,-68.7,,,
14.9,0.03,0.92,61.6,-49.9,,,
15.4,0.03,0.99,68,-20.4,,,
15.4,0.03,0.99,68.3,17.6,,,
15.3,0.1,0.87,62.2,48,,,
15.4,0.09,0.76,52.9,67.5,,,
15.4,0.07,0.63,42.3,81,,,
15.4,0.07,0.45,31.3,91.8,,,
15.6,0.07,0.28,20.4,101.4,,,
15.5,0.08,0.12,9.8,110.8,,,
15,0,0.01,0,0,,,
14.7,0,0,0,0,,,
14.5,0,0,0,0,,,
14.3,0,0,0,0,,,
14.1,0,0,0,0,,,
14.1,0,0,0,0,,,
14.2,0,0,0,0,,,
14.2,0,0,0,0,,,
13.9,0,0,0,0,,,
13.9,0,0.01,0,0,,,
14.1,0.07,0.11,8.9,-111.4,,,
14.7,0.07,0.26,19.5,-102,,,
15.2,0.07,0.44,30.4,-92.4,,,
15.7,0.06,0.63,41.3,-81.8,,,
16.5,0.06,0.78,52,-68.6,,,
17.8,0.03,0.92,61.5,-49.7,,,
18,0.06,0.99,67.9,-20.4,,,
19,0.04,0.99,68.2,17.4,,,
19.5,0.11,0.87,62.1,47.8,,,
19.2,0.1,0.76,52.8,67.3,,,
19.4,0.07,0.63,42.2,80.8,,,
19,0.12,0.53,31.3,91.6,,,
18.2,0.08,0.28,20.3,101.2,,,
17.1,0.08,0.12,9.8,110.6,,,
16.3,0,0.01,0,0,,,
15.5,0,0,0,0,,,
15.4,0,0,0,0,,,
14.7,0,0,0,0,,,
14.4,0,0,0,0,,,
14.2,0,0,0,0,,,
14.3,0,0,0,0,,,
14.3,0,0,0,0,,,
14.4,0,0,0,0,,,
14.2,0,0.01,0,0,,,
14.5,0.14,0.13,8.8,-111.3,,,
14.6,0.14,0.32,19.3,-101.9,,,
14.5,0.14,0.53,30.3,-92.3,,,
15.4,0.13,0.73,41.2,-81.6,,,
16.8,0.11,0.92,51.9,-68.4,,,
20.1,1.29,1.42,61.3,-49.6,,,
21.5,1.58,1.42,67.7,-20.3,,,
22.7,0.41,1.5,68,17.3,,,
23.9,0.3,1.32,62,47.6,,,
23.6,0.57,1.29,52.7,67.1,,,
22.5,1.07,1.03,42.2,80.7,,,
20.9,0.76,0.76,31.2,91.4,,,
20.7,0.35,0.43,20.3,101.1,,,
18.8,0.14,0.15,9.7,110.5,,,
16.2,0.02,0.02,0,0,,,
15.7,0,0,0,0,,,
15.5,0,0,0,0,,,
15.7,0,0,0,0,,,
15.6,0,0,0,0,,,
15.6,0,0,0,0,,,
15.6,0,0,0,0,,,
15.9,0,0,0,0,,,
16.1,0,0,0,0,,,
16.1,0,0.01,0,0,,,
16.2,0.35,0.17,8.7,-111.2,,,
17.1,1.29,0.42,19.2,-101.8,,,
17.7,0.21,0.59,30.1,-92.2,,,
18.5,0.31,0.91,41.1,-81.5,,,
20.4,1.21,1.24,51.7,-68.3,,,
22.3,0.41,1.39,61.2,-49.4,,,
22.2,0.29,1.4,67.6,-20.3,,,
22,1.79,1.34,67.9,17.1,,,
22,2.68,0.85,61.9,47.3,,,
22,2.7,0.74,52.6,66.9,,,
21.9,2.62,0.61,42.1,80.5,,,
21.1,2.45,0.48,31.1,91.3,,,
20.1,1.61,0.42,20.2,100.9,,,
17.8,0.24,0.17,9.6,110.4,,,
16.2,0.02,0.02,0,0,,,
15.4,0,0,0,0,,,
15.2,0,0,0,0,,,
15.2,0,0,0,0,,,
15.1,0,0,0,0,,,
15.1,0,0,0,0,,,
15.3,0,0,0,0,,,
15.3,0,0,0,0,,,
15.1,0,0,0,0,,,
15.3,0,0.01,0,0,,,
15.4,0.23,0.15,8.5,-111.1,,,
15.6,0.22,0.35,19.1,-101.6,,,
15.8,0.2,0.59,30,-92,,,
16.9,0.2,0.83,41,-81.3,,,
17.4,0.21,1.02,51.6,-68.1,,,
19.8,0.2,1.18,61,-49.3,,,
21.6,2.68,0.9,67.4,-20.2,,,
22.8,2.68,0.9,67.7,17,,,
23,2.68,0.85,61.8,47.1,,,
24.3,2.66,0.75,52.5,66.7,,,
24.2,2.63,0.61,42,80.3,,,
23.1,2.48,0.47,31,91.1,,,
21,2.05,0.35,20.1,100.8,,,
18.4,0.31,0.18,9.5,110.2,,,
15.5,0.02,0.02,0,0,,,
14.5,0,0,0,0,,,
12.2,0,0,0,0,,,
12.2,0,0,0,0,,,
12.9,0,0,0,0,,,
13.5,0,0,0,0,,,
13.7,0,0,0,0,,,
13.8,0,0,0,0,,,
14.1,0,0,0,0,,,
13.9,0,0.01,0,0,,,
14.3,0.08,0.1,8.4,-111,,,
14.9,0.07,0.25,19,-101.5,,,
15,0.08,0.43,29.9,-91.9,,,
15.7,0.07,0.61,40.9,-81.2,,,
16.7,0.06,0.77,51.5,-67.9,,,
16.3,0.04,0.91,60.9,-49.1,,,
17.8,0.04,0.98,67.2,-20.1,,,
17.5,0.04,0.98,67.5,16.8,,,
17.1,0.03,0.94,61.6,46.9,,,
16.6,0.09,0.75,52.4,66.4,,,
16.2,0.07,0.62,41.9,80.1,,,
15.6,0.08,0.43,30.9,90.9,,,
15.1,0.08,0.28,20,100.6,,,
15.1,0.08,0.12,9.4,110.1,,,
15.2,0,0.01,0,0,,,
15.2,0,0,0,0,,,
15.1,0,0,0,0,,,
15.2,0,0,0,0,,,
15.3,0,0,0,0,,,
15.3,0,0,0,0,,,
15.3,0,0,0,0,,,
15.3,0,0,0,0,,,
15.3,0,0,0,0,,,
15.1,0,0,0,0,,,
15.2,0.06,0.09,8.3,-110.9,,,
15.2,0.07,0.25,18.9,-101.4,,,
15,0.07,0.43,29.8,-91.7,,,
15,0.07,0.61,40.7,-81,,,
15.4,0.06,0.77,51.3,-67.7,,,
15.9,0.04,0.64,60.7,-48.9,,,
16.6,0,0.75,67,-20,,,
16.5,0,0.75,67.4,16.7,,,
16.9,0.04,0.66,61.5,46.6,,,
16.7,0.1,0.75,52.3,66.2,,,
16.4,0.03,0.48,41.8,79.9,,,
16.7,0.04,0.33,30.8,90.8,,,
16.6,0.07,0.28,19.9,100.5,,,
16.1,0.08,0.12,9.3,109.9,,,
15.7,0,0.01,0,0,,,
15.6,0,0,0,0,,,
15.5,0,0,0,0,,,
15.4,0,0,0,0,,,
15.4,0,0,0,0,,,
15.2,0,0,0,0,,,
15,0,0,0,0,,,
14.7,0,0,0,0,,,
14.5,0,0,0,0,,,
14.1,0,0.01,0,0,,,
14.4,0.09,0.11,8.2,-110.7,,,
15.1,0.08,0.26,18.7,-101.2,,,
16.2,0.07,0.44,29.6,-91.6,,,
16.8,0.08,0.63,40.6,-80.8,,,
17.5,0.06,0.8,51.2,-67.5,,,
18.6,0.09,0.9,60.6,-48.7,,,
19.3,0.1,0.97,66.9,-19.9,,,
20.6,0.09,0.98,67.2,16.5,,,
22,0.12,1.08,61.4,46.4,,,
22.9,0.13,0.94,52.2,66,,,
22.6,0.45,0.99,41.7,79.7,,,
22.8,0.14,0.55,30.7,90.6,,,
20.9,0.08,0.29,19.8,100.3,,,
19.2,0.09,0.12,9.2,109.8,,,
17.5,0,0.01,0,0,,,
16.2,0,0,0,0,,,
15.6,0,0,0,0,,,
15.6,0,0,0,0,,,
15.2,0,0,0,0,,,
15.1,0,0,0,0,,,
15.2,0,0,0,0,,,
15.3,0,0,0,0,,,
15.3,0,0,0,0,,,
15.1,0,0,0,0,,,
15.3,0.07,0.1,8,-110.6,,,
15.7,0.08,0.25,18.6,-101.1,,,
16.7,0.06,0.42,29.5,-91.4,,,
18.8,0.07,0.59,40.5,-80.7,,,
21.3,0.07,0.76,51.1,-67.3,,,
23.5,0.04,0.9,60.4,-48.5,,,
23.2,0.06,0.97,66.7,-19.9,,,
23.6,0.04,0.97,67,16.4,,,
23.9,0.03,0.92,61.2,46.1,,,
23.2,0.04,0.79,52.1,65.7,,,
21.6,0.09,0.61,41.6,79.5,,,
21,0.07,0.44,30.6,90.4,,,
20.4,0.08,0.26,19.7,100.1,,,
20.2,0.07,0.11,9,109.6,,,
19.5,0,0.01,0,0,,,
19,0,0,0,0,,,
18.5,0,0,0,0,,,
18.1,0,0,0,0,,,
17.8,0,0,0,0,,,
17.3,0,0,0,0,,,
16.6,0,0,0,0,,,
16.5,0,0,0,0,,,
15.9,0,0,0,0,,,
15.8,0,0,0,0,,,
15.7,0.08,0.1,7.9,-110.5,,,
16,0.08,0.24,18.5,-100.9,,,
16.2,0.07,0.42,29.4,-91.2,,,
15.6,0.08,0.59,40.4,-80.5,,,
16,0.06,0.76,50.9,-67.1,,,
15.8,0.04,0.9,60.2,-48.3,,,
15.7,0.06,0.96,66.5,-19.7,,,
15.6,0.04,0.97,66.8,16.2,,,
15.3,0.03,0.91,61.1,45.9,,,
15.3,0.06,0.78,51.9,65.5,,,
15.3,0.09,0.61,41.5,79.3,,,
15.3,0.08,0.43,30.5,90.2,,,
15,0.07,0.26,19.6,100,,,
14.6,0.07,0.11,8.9,109.5,,,
14.5,0,0.01,0,0,,,
14.3,0,0,0,0,,,
14.2,0,0,0,0,,,
14.2,0,0,0,0,,,
14.2,0,0,0,0,,,
14.1,0,0,0,0,,,
14.1,0,0,0,0,,,
14,0,0,0,0,,,
14,0,0,0,0,,,
14,0,0,0,0,,,
14.2,0.08,0.1,7.7,-110.3,,,
14.2,0.07,0.24,18.3,-100.8,,,
14.9,0.08,0.42,29.3,-91.1,,,
15.1,0.08,0.58,40.2,-80.3,,,
15.6,0.07,0.75,50.8,-66.9,,,
16,0.04,0.89,60.1,-48.1,,,
16.6,0.06,0.96,66.3,-19.6,,,
17.9,0.06,0.97,66.6,16.1,,,
18.1,0.03,0.91,60.9,45.6,,,
18.1,0.06,0.78,51.8,65.3,,,
18.3,0.08,0.59,41.3,79.1,,,
18.2,0.07,0.44,30.4,90,,,
17.8,0.07,0.26,19.4,99.8,,,
17.7,0.08,0.11,8.8,109.3,,,
17.4,0,0.01,0,0,,,
17.4,0,0,0,0,,,
17.2,0,0,0,0,,,
16.4,0,0,0,0,,,
16,0,0,0,0,,,
15.4,0,0,0,0,,,
15.8,0,0,0,0,,,
15.3,0,0,0,0,,,
14.4,0,0,0,0,,,
14.8,0,0.01,0,0,,,
14.8,0.87,0.17,7.6,-110.2,,,
17.4,1.87,0.34,18.2,-100.6,,,
22.9,2.63,0.41,29.1,-90.9,,,
24.6,2.78,0.53,40.1,-80.1,,,
25.9,2.86,0.64,50.6,-66.7,,,
26.8,2.9,0.72,59.9,-47.8,,,
27.1,2.92,0.77,66.1,-19.5,,,
28,2.92,0.77,66.4,16,,,
29.1,2.89,0.74,60.7,45.4,,,
29.3,2.88,0.64,51.7,65,,,
29.4,2.82,0.53,41.2,78.8,,,
29.3,2.63,0.43,30.3,89.8,,,
24.6,1.1,0.44,19.3,99.6,,,
22.8,0.45,0.18,8.7,109.2,,,
20.4,0,0.01,0,0,,,
18.5,0,0,0,0,,,
16.9,0,0,0,0,,,
15.4,0,0,0,0,,,
14.6,0,0,0,0,,,
13.8,0,0,0,0,,,
13.6,0,0,0,0,,,
12.7,0,0,0,0,,,
13.3,0,0,0,0,,,
13.2,0,0,0,0,,,
13.9,0.07,0.09,7.4,-110,,,
15.3,0.07,0.24,18,-100.5,,,
16.9,0.08,0.41,29,-90.7,,,
18.1,0.08,0.58,39.9,-79.9,,,
18.6,0.08,0.75,50.5,-66.4,,,
19.8,0.06,0.89,59.7,-47.6,,,
20.1,0.06,0.95,65.9,-19.4,,,
20.8,0.06,0.96,66.2,15.9,,,
19.8,0.04,0.9,60.6,45.1,,,
18.9,0.06,0.77,51.5,64.8,,,
18.4,0.06,0.62,41.1,78.6,,,
17.6,0.04,0.34,30.1,89.6,,,
17.1,0.03,0.2,19.2,99.5,,,
17,0.08,0.11,8.5,109,,,
16.9,0,0.01,0,0,,,
16.2,0,0,0,0,,,
16,0,0,0,0,,,
15.8,0,0,0,0,,,
15.7,0,0,0,0,,,
15.6,0,0,0,0,,,
15.7,0,0,0,0,,,
15.5,0,0,0,0,,,
15.5,0,0,0,0,,,
15.5,0,0,0,0,,,
15.6,0.07,0.09,7.3,-109.9,,,
16,0.07,0.24,17.9,-100.3,,,
16,0.06,0.41,28.9,-90.5,,,
16.9,0.09,0.57,39.8,-79.7,,,
18,0.09,0.74,50.3,-66.2,,,
18.2,0.04,0.88,59.6,-47.3,,,
