áWbëÂí√ (551-A1),,,,,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã],,,
16.7,0.03,0.73,67.5,-35.3,,,
17.6,0,0.57,70.8,5,,,
17.1,0,0.34,65.7,42.3,,,
16.7,0.02,0.29,55.8,64.2,,,
16.3,0,0.26,44.2,77.6,,,
16.3,0.02,0.18,32,87.5,,,
16.3,0.01,0.11,19.8,96,,,
16.3,0.02,0.04,7.7,104.1,,,
16.4,0,0,0,0,,,
16.3,0,0,0,0,,,
16.3,0,0,0,0,,,
16.4,0,0,0,0,,,
16.3,0,0,0,0,,,
16.3,0,0,0,0,,,
16.3,0,0,0,0,,,
16.3,0,0,0,0,,,
16.2,0,0,0,0,,,
16.2,0,0,0,0,,,
16.4,0.01,0.01,0,0,,,
16.7,0.02,0.06,10.6,-102.4,,,
16.5,0.01,0.14,22.7,-94.3,,,
15.9,0,0.22,35,-85.7,,,
15.5,0.04,0.26,47.1,-75.3,,,
14.9,0.01,0.33,58.5,-60.6,,,
14.9,0,0.37,67.8,-35.6,,,
15.2,0,0.59,71.1,5.2,,,
14.8,0.07,0.7,66,42.8,,,
14.7,0.06,0.62,56,64.6,,,
15.4,0.05,0.51,44.4,78,,,
16.3,0.44,0.58,32.2,87.8,,,
15.8,0.1,0.26,19.9,96.2,,,
15.1,0.06,0.07,7.8,104.3,,,
14.7,0,0,0,0,,,
13.5,0,0,0,0,,,
12.3,0,0,0,0,,,
12.4,0,0,0,0,,,
11.6,0,0,0,0,,,
10.6,0,0,0,0,,,
10.5,0,0,0,0,,,
10,0,0,0,0,,,
9.5,0,0,0,0,,,
9.3,0,0,0,0,,,
8.8,0.01,0.02,0,0,,,
9,0.42,0.17,10.8,-102.7,,,
10.7,1.87,0.24,22.9,-94.6,,,
13.8,2.14,0.31,35.2,-86,,,
15.7,2.24,0.38,47.3,-75.6,,,
17.4,2.3,0.45,58.7,-60.9,,,
18.8,2.31,0.49,68,-35.9,,,
20.2,2.31,0.5,71.4,5.3,,,
21.7,2.3,0.49,66.2,43.2,,,
20.7,2.28,0.43,56.2,65,,,
21.6,2.23,0.37,44.5,78.3,,,
21.4,2.11,0.29,32.3,88.1,,,
21.5,1.74,0.22,20,96.5,,,
20.2,0.86,0.12,8,104.6,,,
18.3,0,0,0,0,,,
18.4,0,0,0,0,,,
17.8,0,0,0,0,,,
16.3,0,0,0,0,,,
14.8,0,0,0,0,,,
14.1,0,0,0,0,,,
13.4,0,0,0,0,,,
13,0,0,0,0,,,
13.1,0,0,0,0,,,
12.8,0,0,0,0,,,
12.8,0.01,0.01,0,0,,,
13.6,0.06,0.1,10.9,-102.9,,,
14.9,0.06,0.23,23.1,-94.8,,,
15.5,0.06,0.38,35.3,-86.3,,,
16.3,0.06,0.51,47.5,-76,,,
16.7,0.05,0.64,58.9,-61.3,,,
16.7,0.03,0.74,68.3,-36.3,,,
17.2,0.08,0.7,71.7,5.4,,,
15.9,0,0.55,66.4,43.7,,,
15,0.02,0.3,56.3,65.4,,,
14.7,0.04,0.36,44.6,78.7,,,
14.8,0.06,0.34,32.4,88.4,,,
14.8,0.03,0.17,20.2,96.8,,,
14.7,0.02,0.06,8.1,104.8,,,
15,0,0,0,0,,,
14.8,0,0,0,0,,,
14.8,0,0,0,0,,,
15,0,0,0,0,,,
15,0,0,0,0,,,
15,0,0,0,0,,,
14.6,0,0,0,0,,,
14.7,0,0,0,0,,,
14.8,0,0,0,0,,,
14.3,0,0,0,0,,,
14.6,0.01,0.01,0,0,,,
14.9,0.06,0.1,11.1,-103.1,,,
15.1,0.05,0.24,23.2,-95.1,,,
16.1,0.06,0.39,35.5,-86.6,,,
17.2,0.05,0.54,47.6,-76.3,,,
17.9,0.07,0.64,59.1,-61.7,,,
18.2,0.05,0.74,68.5,-36.6,,,
19.4,0.03,0.78,72,5.5,,,
20.6,0.23,1.03,66.6,44.1,,,
19.9,0.15,0.84,56.5,65.8,,,
18.3,0.03,0.39,44.8,79,,,
15.6,0.02,0.19,32.6,88.7,,,
15.9,0.03,0.16,20.3,97,,,
16.1,0.06,0.08,8.2,105.1,,,
15.3,0,0,0,0,,,
14.9,0,0,0,0,,,
15.3,0,0,0,0,,,
15.7,0,0,0,0,,,
16,0,0,0,0,,,
16,0,0,0,0,,,
16.1,0,0,0,0,,,
15.8,0,0,0,0,,,
15.8,0,0,0,0,,,
15.5,0,0,0,0,,,
13.8,0.03,0.02,0,0,,,
13.7,0.29,0.17,11.3,-103.3,,,
15.5,1.42,0.32,23.4,-95.3,,,
17.9,2.02,0.35,35.6,-86.8,,,
19.6,2.12,0.44,47.8,-76.6,,,
20.8,2.15,0.52,59.3,-62.1,,,
22.5,2.18,0.57,68.8,-37,,,
23.9,2.16,0.59,72.2,5.7,,,
24.8,2.18,0.55,66.8,44.5,,,
25.6,2.15,0.5,56.6,66.2,,,
25.8,2.12,0.41,44.9,79.3,,,
26.1,1.99,0.33,32.7,89,,,
24.7,1.66,0.24,20.4,97.3,,,
23.3,0.39,0.13,8.4,105.3,,,
21.9,0.01,0.01,0,0,,,
19.9,0,0,0,0,,,
19.9,0,0,0,0,,,
19.1,0,0,0,0,,,
18.2,0,0,0,0,,,
18.4,0,0,0,0,,,
16.2,0,0,0,0,,,
15.6,0,0,0,0,,,
15,0,0,0,0,,,
14.6,0,0,0,0,,,
14.2,0.03,0.02,0,0,,,
14.7,0.22,0.16,11.4,-103.6,,,
15.5,0.84,0.4,23.5,-95.6,,,
17.9,1.9,0.39,35.8,-87.1,,,
19.5,1.98,0.5,47.9,-76.9,,,
22.3,2.01,0.59,59.5,-62.5,,,
25.4,1.99,0.66,69,-37.3,,,
26.3,2.01,0.68,72.5,5.8,,,
27,2.02,0.64,67,45,,,
26.6,1.69,0.72,56.8,66.6,,,
26.1,0.75,0.82,45,79.7,,,
25.8,0.62,0.59,32.8,89.2,,,
25.4,0.21,0.3,20.6,97.5,,,
24.2,0.22,0.12,8.5,105.5,,,
22.8,0.01,0.01,0,0,,,
21.9,0,0,0,0,,,
21.6,0,0,0,0,,,
20.8,0,0,0,0,,,
19.8,0,0,0,0,,,
19.6,0,0,0,0,,,
19.1,0,0,0,0,,,
18.6,0,0,0,0,,,
18.5,0,0,0,0,,,
18.1,0,0,0,0,,,
18.2,0.01,0.02,0,0,,,
18.3,0.06,0.11,11.6,-103.8,,,
19.1,0.05,0.25,23.7,-95.8,,,
19.6,0.05,0.39,35.9,-87.4,,,
20.7,0.06,0.53,48.1,-77.3,,,
20.1,0.04,0.65,59.7,-62.9,,,
22.3,0.02,0.74,69.2,-37.7,,,
21.8,0.08,0.72,72.8,5.9,,,
22.3,0.04,0.72,67.2,45.4,,,
21.6,0.07,0.6,56.9,67,,,
21.3,0.06,0.49,45.2,80,,,
21.4,0.05,0.35,32.9,89.5,,,
21.7,0.1,0.26,20.7,97.8,,,
21.7,0.05,0.08,8.7,105.7,,,
21,0,0,0,0,,,
20.6,0,0,0,0,,,
19.6,0,0,0,0,,,
19.2,0,0,0,0,,,
18.5,0,0,0,0,,,
18.2,0,0,0,0,,,
17.6,0,0,0,0,,,
17.7,0,0,0,0,,,
17.3,0,0,0,0,,,
17.5,0,0,0,0,,,
16.9,0.01,0.02,0,-112.2,,,
17.3,0.05,0.11,11.7,-104,,,
17.7,0.06,0.24,23.8,-96,,,
19,0.06,0.39,36.1,-87.6,,,
20,0.16,0.72,48.2,-77.6,,,
21.5,0.05,0.66,59.8,-63.2,,,
22,0.03,0.74,69.4,-38.1,,,
22.3,0.08,0.72,73,6,,,
22.6,0.04,0.72,67.4,45.8,,,
23.7,0.03,0.65,57.1,67.4,,,
24.1,0.06,0.49,45.3,80.3,,,
24.5,0.06,0.35,33.1,89.8,,,
23.9,0.06,0.21,20.8,98,,,
23.2,0.05,0.08,8.8,106,,,
21.7,0,0,0,0,,,
20.6,0,0,0,0,,,
19.6,0,0,0,0,,,
19,0,0,0,0,,,
18.3,0,0,0,0,,,
17.9,0,0,0,0,,,
17.2,0,0,0,0,,,
17,0,0,0,0,,,
16.7,0,0,0,0,,,
16.2,0,0,0,0,,,
15.8,0.01,0.02,0.2,-112.4,,,
16.4,0.07,0.12,11.8,-104.2,,,
17,0.06,0.26,23.9,-96.3,,,
17.9,0.06,0.42,36.2,-87.9,,,
18.9,0.06,0.56,48.4,-77.9,,,
19.3,0.05,0.7,60,-63.6,,,
20.7,0.1,0.89,69.6,-38.4,,,
21.5,0.15,1.02,73.3,6.1,,,
21.4,0.1,0.72,67.6,46.2,,,
22.4,0.07,0.65,57.2,67.8,,,
22.7,0.11,0.61,45.4,80.6,,,
23.1,0.48,0.59,33.2,90,,,
22.7,0.3,0.34,20.9,98.2,,,
22.6,0.08,0.09,8.9,106.2,,,
20.7,0.01,0.01,0,0,,,
20.4,0,0,0,0,,,
20.2,0,0,0,0,,,
19.7,0,0,0,0,,,
18.8,0,0,0,0,,,
18.7,0,0,0,0,,,
18.5,0,0,0,0,,,
18.5,0,0,0,0,,,
18.2,0,0,0,0,,,
18,0,0,0,0,,,
18.2,0.01,0.02,0.3,-112.6,,,
18.2,0.05,0.11,12,-104.4,,,
18.7,0.06,0.24,24.1,-96.5,,,
18.7,0.06,0.38,36.3,-88.2,,,
19,0.05,0.54,48.5,-78.2,,,
19.2,0.04,0.46,60.1,-64,,,
18.9,0,0.35,69.9,-38.8,,,
18.9,0,0.37,73.5,6.1,,,
19,0,0.35,67.8,46.6,,,
19.1,0.01,0.31,57.4,68.1,,,
18.9,0.04,0.23,45.6,80.9,,,
18.9,0.02,0.27,33.3,90.3,,,
19.2,0.06,0.22,21.1,98.5,,,
19,0.06,0.09,9.1,106.4,,,
18.4,0.01,0.01,0,0,,,
18.9,0,0,0,0,,,
18.6,0,0,0,0,,,
18.6,0,0,0,0,,,
18.7,0,0,0,0,,,
17.8,0,0,0,0,,,
17.2,0,0,0,0,,,
16.8,0,0,0,0,,,
16.6,0,0,0,0,,,
16.3,0,0,0,0,,,
16,0.07,0.03,0.5,-112.8,,,
16.2,0.23,0.18,12.1,-104.6,,,
16.4,0.3,0.39,24.2,-96.7,,,
17.3,1.68,0.46,36.4,-88.4,,,
17.7,0.38,0.86,48.6,-78.5,,,
19.4,1.78,0.71,60.3,-64.4,,,
20.5,2.12,0.6,70.1,-39.2,,,
20.9,1.77,0.81,73.7,6.2,,,
19.5,0.97,1.11,68,47,,,
21.1,1.47,0.82,57.5,68.5,,,
21.3,2.09,0.42,45.7,81.2,,,
21,1.97,0.34,33.4,90.5,,,
19.2,1.68,0.25,21.2,98.7,,,
18.5,0.87,0.14,9.2,106.6,,,
16.8,0.01,0.01,0,0,,,
16.3,0,0,0,0,,,
15.3,0,0,0,0,,,
13,0,0,0,0,,,
13.5,0,0,0,0,,,
13.1,0,0,0,0,,,
12,0,0,0,0,,,
13.2,0,0,0,0,,,
12.5,0,0,0,0,,,
12.7,0,0,0,0,,,
12.9,0.07,0.03,0.6,-113,,,
13.1,0.21,0.17,12.2,-104.8,,,
13.7,0.19,0.36,24.3,-97,,,
15.3,1.43,0.53,36.6,-88.7,,,
17.3,2.06,0.46,48.8,-78.8,,,
16.5,0.74,1.06,60.4,-64.7,,,
17.8,0.74,1.18,70.3,-39.6,,,
18.8,1.41,1,74,6.3,,,
19.4,1.74,0.79,68.2,47.4,,,
19.6,1.72,0.71,57.7,68.8,,,
19.6,2.05,0.45,45.8,81.5,,,
19.4,1.96,0.34,33.5,90.8,,,
19.5,0.84,0.36,21.3,98.9,,,
17.3,0.21,0.13,9.3,106.8,,,
16.2,0.01,0.01,0,0,,,
15.3,0,0,0,0,,,
15,0,0,0,0,,,
14.4,0,0,0,0,,,
14.1,0,0,0,0,,,
13.6,0,0,0,0,,,
13.3,0,0,0,0,,,
12.8,0,0,0,0,,,
12.3,0,0,0,0,,,
12,0,0,0,0,,,
12,0.07,0.03,0.7,-113.2,,,
11.8,0.21,0.18,12.4,-105,,,
13.1,0.47,0.42,24.4,-97.2,,,
15.7,1.68,0.46,36.7,-88.9,,,
16.7,2.02,0.49,48.9,-79.1,,,
18.3,2.03,0.58,60.6,-65.1,,,
19.2,1.69,0.83,70.4,-40,,,
20.3,1.68,0.86,74.2,6.4,,,
21.2,2.04,0.63,68.4,47.8,,,
21.7,1.71,0.71,57.8,69.2,,,
22.6,1.42,0.67,45.9,81.7,,,
22.5,0.18,0.51,33.7,91,,,
21.9,0.19,0.31,21.4,99.1,,,
19.6,0.19,0.13,9.5,107,,,
19.2,0.01,0.01,0,0,,,
18.8,0,0,0,0,,,
18.5,0,0,0,0,,,
18.2,0,0,0,0,,,
17.4,0,0,0,0,,,
17.4,0,0,0,0,,,
16.9,0,0,0,0,,,
16.7,0,0,0,0,,,
16.4,0,0,0,0,,,
15.9,0,0,0,0,,,
15,0.01,0.02,0.9,-113.4,,,
14.9,0.06,0.12,12.5,-105.2,,,
16,0.06,0.25,24.5,-97.4,,,
16.6,0.05,0.39,36.8,-89.2,,,
17.2,0.03,0.54,49,-79.4,,,
18,0.03,0.66,60.7,-65.5,,,
18.8,0.08,0.69,70.6,-40.4,,,
19.6,0.06,0.74,74.4,6.4,,,
20.3,0.03,0.74,68.5,48.2,,,
20.7,0.06,0.62,58,69.5,,,
20.4,0.05,0.5,46,82,,,
19.4,0.02,0.3,33.8,91.3,,,
18,0.02,0.12,21.6,99.3,,,
17.3,0.02,0.06,9.6,107.1,,,
17.2,0.01,0.01,0,0,,,
17.5,0,0,0,0,,,
17.6,0,0,0,0,,,
17.5,0,0,0,0,,,
16.3,0,0,0,0,,,
16.1,0,0,0,0,,,
16.6,0,0,0,0,,,
17,0,0,0,0,,,
17.2,0,0,0,0,,,
17.3,0,0,0,0,,,
17.4,0.01,0.01,1,-113.6,,,
17.4,0.02,0.06,12.6,-105.4,,,
17.6,0.01,0.14,24.6,-97.6,,,
17.7,0.02,0.21,36.9,-89.4,,,
18.1,0,0.28,49.1,-79.7,,,
18.1,0.06,0.47,60.8,-65.9,,,
17.1,0,0.56,70.8,-40.8,,,
16.5,0,0.37,74.6,6.5,,,
16,0,0.55,68.7,48.6,,,
15.6,0.06,0.62,58.1,69.8,,,
15.3,0.04,0.38,46.2,82.3,,,
15.5,0.01,0.28,33.9,91.5,,,
15.6,0.06,0.22,21.7,99.5,,,
15.6,0.05,0.09,9.7,107.3,,,
15.8,0.01,0.01,0,0,,,
15.7,0,0,0,0,,,
15.1,0,0,0,0,,,
14.5,0,0,0,0,,,
14.5,0,0,0,0,,,
14.4,0,0,0,0,,,
14.4,0,0,0,0,,,
14.6,0,0,0,0,,,
14.2,0,0,0,0,,,
14.3,0,0,0,0,,,
13.7,0.07,0.03,1.1,-113.7,,,
13.8,0.21,0.18,12.7,-105.6,,,
15.2,0.98,0.41,24.7,-97.8,,,
17.6,1.92,0.39,37,-89.7,,,
19.1,1.98,0.5,49.2,-80,,,
19.9,1.98,0.61,61,-66.2,,,
23,1.98,0.68,71,-41.2,,,
24.3,0.7,1.22,74.9,6.5,,,
24.8,0.72,1.17,68.9,48.9,,,
25.6,1.11,0.95,58.2,70.1,,,
25.4,0.25,0.77,46.3,82.5,,,
24.8,0.42,0.6,34,91.7,,,
25.2,1.61,0.26,21.8,99.7,,,
24,0.46,0.15,9.9,107.5,,,
21.7,0.01,0.01,0,0,,,
21.3,0,0,0,0,,,
21,0,0,0,0,,,
20.5,0,0,0,0,,,
19.8,0,0,0,0,,,
19.6,0,0,0,0,,,
18.9,0,0,0,0,,,
19.3,0,0,0,0,,,
18.6,0,0,0,0,,,
18.3,0,0,0,0,,,
18.1,0.04,0.02,1.2,-113.9,,,
17.9,0.11,0.15,12.8,-105.8,,,
18.2,0.1,0.31,24.8,-98,,,
17.9,0.1,0.49,37.1,-89.9,,,
18.9,0.1,0.65,49.3,-80.3,,,
19.3,0.09,0.78,61.1,-66.6,,,
21.3,0.14,0.97,71.1,-41.6,,,
21.6,0.71,1.22,75.1,6.5,,,
21.8,1.79,0.77,69,49.3,,,
22.8,1.8,0.67,58.3,70.5,,,
21.9,0.6,0.85,46.4,82.8,,,
22.1,0.1,0.45,34.1,91.9,,,
21.8,0.21,0.32,21.9,99.9,,,
21,0.45,0.15,10,107.7,,,
18.9,0.01,0.01,0,0,,,
18.2,0,0,0,0,,,
17.4,0,0,0,0,,,
16.4,0,0,0,0,,,
16,0,0,0,0,,,
15.3,0,0,0,0,,,
15.2,0,0,0,0,,,
14.5,0,0,0,0,,,
13.7,0,0,0,0,,,
12.9,0,0,0,0,,,
12.9,0.07,0.03,1.3,-114.1,,,
13.5,0.12,0.16,12.9,-106,,,
16.1,0.83,0.42,24.9,-98.2,,,
19.2,1.78,0.43,37.1,-90.1,,,
20.4,1.2,0.79,49.4,-80.5,,,
22,0.76,1.07,61.2,-66.9,,,
21.8,0.22,1.07,71.3,-42,,,
21.3,0.17,1.02,75.3,6.5,,,
21.8,0.16,0.97,69.2,49.6,,,
21.9,0.22,0.94,58.5,70.8,,,
22.2,0.33,0.81,46.5,83,,,
22.3,0.57,0.62,34.2,92.1,,,
21.2,0.19,0.32,22,100,,,
19.8,0.13,0.12,10.1,107.8,,,
19.1,0.01,0.01,0,0,,,
18.3,0,0,0,0,,,
16.9,0,0,0,0,,,
15.8,0,0,0,0,,,
15.5,0,0,0,0,,,
15.5,0,0,0,0,,,
15.7,0,0,0,0,,,
15.5,0,0,0,0,,,
15.2,0,0,0,0,,,
15,0,0,0,0,,,
14.8,0.07,0.03,1.4,-114.2,,,
15.2,0.15,0.17,13,-106.1,,,
15.9,0.67,0.43,25,-98.4,,,
17.7,1.5,0.52,37.2,-90.3,,,
19.4,0.46,0.89,49.5,-80.8,,,
18.6,0.18,0.91,61.3,-67.3,,,
18.8,0.26,1.09,71.4,-42.4,,,
19.6,0.18,1.04,75.5,6.5,,,
20.4,0.79,1.16,69.4,50,,,
22.1,1.57,0.78,58.6,71,,,
22.3,0.81,0.84,46.6,83.3,,,
21,1.03,0.58,34.4,92.3,,,
19.2,0.42,0.38,22.1,100.2,,,
18,0.2,0.14,10.2,108,,,
16.9,0.01,0.02,0,0,,,
16.1,0,0,0,0,,,
15.7,0,0,0,0,,,
15.8,0,0,0,0,,,
15,0,0,0,0,,,
15,0,0,0,0,,,
14.3,0,0,0,0,,,
13.9,0,0,0,0,,,
13.1,0,0,0,0,,,
12.6,0,0,0,0,,,
12.1,0.07,0.03,1.5,-114.4,,,
12.4,0.16,0.18,13.1,-106.3,,,
13.4,0.15,0.35,25.1,-98.6,,,
15.9,0.73,0.67,37.3,-90.6,,,
17.6,1.98,0.5,49.5,-81.1,,,
18.8,1.98,0.61,61.4,-67.6,,,
20.4,1.98,0.67,71.6,-42.8,,,
21.8,1.61,0.9,75.7,6.5,,,
22.3,1.97,0.67,69.5,50.3,,,
21.8,1.08,0.96,58.7,71.3,,,
20.7,0.21,0.74,46.7,83.5,,,
20.2,0.13,0.48,34.5,92.5,,,
16.1,0.03,0.18,22.3,100.4,,,
15.6,0.12,0.12,10.4,108.1,,,
15.5,0.01,0.02,0,0,,,
14.9,0,0,0,0,,,
14.9,0,0,0,0,,,
13.6,0,0,0,0,,,
13.4,0,0,0,0,,,
13.3,0,0,0,0,,,
12.5,0,0,0,0,,,
12.4,0,0,0,0,,,
12.3,0,0,0,0,,,
11.9,0,0,0,0,,,
11.7,0.08,0.03,1.6,-114.6,,,
12.3,0.13,0.16,13.1,-106.5,,,
13.9,0.39,0.42,25.1,-98.8,,,
15.9,0.58,0.68,37.4,-90.8,,,
17.2,1.23,0.79,49.6,-81.3,,,
18.5,0.59,1.09,61.5,-68,,,
19,0.24,1.08,71.7,-43.2,,,
19.2,0.33,1.18,75.8,6.5,,,
19.8,0.16,0.98,69.7,50.6,,,
19.7,0.17,0.86,58.8,71.6,,,
20.1,0.62,0.86,46.8,83.7,,,
18.6,1.06,0.58,34.6,92.7,,,
17.6,0.53,0.38,22.4,100.5,,,
16.6,0.27,0.15,10.5,108.3,,,
15.6,0.01,0.02,0,0,,,
14.7,0,0,0,0,,,
14.2,0,0,0,0,,,
13.9,0,0,0,0,,,
12.3,0,0,0,0,,,
11.7,0,0,0,0,,,
10.8,0,0,0,0,,,
10.2,0,0,0,0,,,
9.6,0,0,0,0,,,
9.4,0,0,0,0,,,
9.3,0.19,0.04,1.7,-114.7,,,
10.3,0.3,0.2,13.2,-106.7,,,
12.4,1.14,0.39,25.2,-99,,,
15.5,2.11,0.34,37.4,-91,,,
16.8,2.2,0.41,49.7,-81.6,,,
17.9,2.22,0.49,61.5,-68.3,,,
19.9,2.22,0.54,71.8,-43.6,,,
20.9,2.24,0.54,76,6.5,,,
22.5,2.24,0.52,69.8,50.9,,,
22.1,2.23,0.46,59,71.9,,,
22.6,2.19,0.39,46.9,83.9,,,
22.2,2.1,0.31,34.7,92.9,,,
21.5,1.83,0.23,22.5,100.7,,,
20.5,1.08,0.15,10.6,108.4,,,
19,0.04,0.02,0,0,,,
17.3,0,0,0,0,,,
17,0,0,0,0,,,
15.7,0,0,0,0,,,
14.8,0,0,0,0,,,
13.8,0,0,0,0,,,
13.3,0,0,0,0,,,
12.6,0,0,0,0,,,
12,0,0,0,0,,,
11.6,0,0,0,0,,,
11.6,0.19,0.04,1.8,-114.9,,,
12.3,0.26,0.2,13.3,-106.8,,,
14.2,0.92,0.42,25.3,-99.2,,,
15.8,2.02,0.37,37.5,-91.2,,,
18.2,2.1,0.46,49.7,-81.9,,,
19.9,2.1,0.54,61.6,-68.6,,,
21.8,2.12,0.6,72,-44,,,
23.5,2.13,0.61,76.2,6.5,,,
24.9,2.13,0.58,70,51.2,,,
25.3,2.11,0.53,59.1,72.1,,,
25.8,2.08,0.43,47.1,84.1,,,
26,1.74,0.41,34.8,93,,,
24.9,0.93,0.38,22.6,100.8,,,
22.6,0.43,0.17,10.7,108.5,,,
21.8,0.01,0.02,0,0,,,
20.8,0,0,0,0,,,
19.5,0,0,0,0,,,
19.4,0,0,0,0,,,
17.8,0,0,0,0,,,
16.6,0,0,0,0,,,
15.7,0,0,0,0,,,
15,0,0,0,0,,,
14.3,0,0,0,0,,,
13.8,0,0,0,0,,,
13.3,0.13,0.03,1.9,-115,,,
13.7,0.18,0.18,13.4,-107,,,
15.7,0.17,0.37,25.3,-99.3,,,
17.7,0.15,0.56,37.5,-91.4,,,
18.5,0.17,0.74,49.8,-82.1,,,
20.4,0.14,0.9,61.7,-68.9,,,
22,1.6,0.89,72.1,-44.4,,,
24.3,1.3,1.06,76.4,6.4,,,
24.7,1.6,0.87,70.1,51.4,,,
25.9,1.95,0.61,59.2,72.3,,,
26.8,1.93,0.5,47.2,84.3,,,
26.4,1.85,0.38,34.9,93.2,,,
25.7,1.58,0.29,22.7,101,,,
24.2,0.81,0.17,10.8,108.7,,,
22.8,0.01,0.02,0,0,,,
21.8,0,0,0,0,,,
20.6,0,0,0,0,,,
20.2,0,0,0,0,,,
19.2,0,0,0,0,,,
17.6,0,0,0,0,,,
16.2,0,0,0,0,,,
15.2,0,0,0,0,,,
14.9,0,0,0,0,,,
14,0,0,0,0,,,
13.9,0.13,0.03,2,-115.2,,,
14.6,0.22,0.19,13.4,-107.1,,,
16.6,0.29,0.41,25.4,-99.5,,,
18.2,1.34,0.57,37.6,-91.6,,,
20,2,0.5,49.9,-82.3,,,
21.7,2.02,0.59,61.8,-69.2,,,
22.8,2.01,0.66,72.2,-44.8,,,
23.8,2.02,0.68,76.5,6.4,,,
24.5,2.01,0.65,70.2,51.7,,,
24.8,1.67,0.74,59.3,72.6,,,
24.7,1.66,0.61,47.3,84.5,,,
25.4,1.91,0.37,35,93.3,,,
24.8,0.2,0.34,22.8,101.1,,,
23.3,0.21,0.15,10.9,108.8,,,
23.3,0.04,0.02,0,0,,,
21.7,0,0,0,0,,,
20.9,0,0,0,0,,,
19.9,0,0,0,0,,,
19.1,0,0,0,0,,,
18.4,0,0,0,0,,,
17.5,0,0,0,0,,,
16.8,0,0,0,0,,,
16.3,0,0,0,0,,,
16.1,0,0,0,0,,,
15.8,0.19,0.04,2,-115.3,,,
16.5,0.23,0.19,13.5,-107.3,,,
17,0.86,0.43,25.4,-99.7,,,
19.5,1.92,0.4,37.6,-91.8,,,
21.1,1.99,0.5,49.9,-82.6,,,
22.6,0.92,1.05,61.8,-69.5,,,
23.4,2.01,0.66,72.3,-45.2,,,
24.2,2.02,0.68,76.7,6.3,,,
26.1,2.01,0.65,70.4,52,,,
26.7,1.42,0.85,59.4,72.8,,,
27.1,1.7,0.59,47.4,84.7,,,
28.1,1.6,0.46,35.1,93.5,,,
26.8,0.79,0.39,22.9,101.2,,,
23,0.23,0.15,11,108.9,,,
22.2,0.04,0.02,0,0,,,
21.8,0,0,0,0,,,
21.7,0,0,0,0,,,
20.9,0,0,0,0,,,
20.5,0,0,0,0,,,
20.5,0,0,0,0,,,
19.7,0,0,0,0,,,
19.1,0,0,0,0,,,
18.8,0,0,0,0,,,
18.7,0,0,0,0,,,
18.3,0.08,0.02,2.1,-115.4,,,
18.5,0.11,0.16,13.5,-107.4,,,
18.8,0.1,0.32,25.5,-99.8,,,
19.5,0.09,0.49,37.7,-92,,,
18.1,0.04,0.5,49.9,-82.8,,,
19.3,0.02,0.63,61.9,-69.8,,,
22.2,0.7,1.2,72.4,-45.6,,,
22.6,0.69,1.23,76.8,6.2,,,
24.7,0.4,1.15,70.5,52.2,,,
25.3,0.54,1.06,59.5,73,,,
26.6,0.68,0.86,47.5,84.8,,,
26.4,0.54,0.63,35.2,93.6,,,
25.8,0.4,0.38,23,101.4,,,
24.3,0.11,0.13,11.2,109,,,
22.9,0.02,0.02,0,0,,,
22.2,0,0,0,0,,,
20.5,0,0,0,0,,,
19.7,0,0,0,0,,,
19,0,0,0,0,,,
18.4,0,0,0,0,,,
17.7,0,0,0,0,,,
17.2,0,0,0,0,,,
16.6,0,0,0,0,,,
16.2,0,0,0,0,,,
15.4,0.13,0.03,2.2,-115.6,,,
16,0.14,0.18,13.6,-107.6,,,
17.7,0.88,0.43,25.5,-100,,,
20.1,1.52,0.51,37.7,-92.1,,,
22,1.57,0.67,50,-83,,,
23.7,1.57,0.81,61.9,-70.1,,,
24.3,1.54,0.91,72.5,-45.9,,,
25.7,1.55,0.94,77,6.1,,,
27,1.55,0.9,70.6,52.4,,,
27.1,1.56,0.79,59.6,73.2,,,
26.6,1.58,0.64,47.6,85,,,
27.3,1.52,0.48,35.3,93.8,,,
26.4,1,0.38,23.1,101.5,,,
25.9,0.16,0.14,11.3,109.1,,,
24.9,0.04,0.02,0,0,,,
23.6,0,0,0,0,,,
21.8,0,0,0,0,,,
21.8,0,0,0,0,,,
20.8,0,0,0,0,,,
19.4,0,0,0,0,,,
19.3,0,0,0,0,,,
17.8,0,0,0,0,,,
17.1,0,0,0,0,,,
16.4,0,0,0,0,,,
15.9,0.13,0.03,2.2,-115.7,,,
17.1,0.13,0.17,13.6,-107.7,,,
19.4,0.78,0.44,25.5,-100.1,,,
21.5,1.35,0.56,37.7,-92.3,,,
22.8,1.41,0.74,50,-83.2,,,
24.6,1.38,0.9,62,-70.4,,,
25.4,1.38,0.99,72.5,-46.3,,,
26.1,1.38,1.02,77.1,6,,,
27.5,1.38,0.97,70.7,52.6,,,
27.6,1.38,0.86,59.7,73.4,,,
26.7,1.4,0.7,47.7,85.2,,,
26.8,0.8,0.62,35.4,93.9,,,
27.6,0.16,0.33,23.2,101.6,,,
27.9,0.14,0.14,11.4,109.2,,,
26.2,0.04,0.02,0.1,117.3,,,
25.1,0,0,0,0,,,
23.9,0,0,0,0,,,
22.9,0,0,0,0,,,
